"piler_party","party_id","party_code","party_name","Country","X5"
"Phak Puea Prachachon",,,,"Thailand",
"Democrat party",2327,"PP","Democrat Party","Thailand",
"Phue Thai Party",5398,"PTP","Pheu Thai Party","Thailand",
"Bhumi Jai Thai",6423,"BJT","Bhumjaithai Party","Thailand",
"Chart Thai Pattana Party",2374,"RJTCP","Thais United National Development Party","Thailand",
"Phue Pandin",,,,"Thailand",
"Ruam jai Thai Pattana",,,,"Thailand",
"Chart Pattana Phue Pandin",,,,"Thailand",
"Pheu Thai Party",5398,"PTP","Pheu Thai Party","Thailand",
"Bhum Jai Thai Party",6423,"BJT","Bhumjaithai Party","Thailand",
"Chartthai Party",2373,"PCT","Thai Nation Party / Chart Thai Party","Thailand",
"Rak Thailand Party",6997,"RTP","Love Thailand Party","Thailand",
"National Party",,,,"Thailand",
"Motherland Party (Phak Matunhum Party)",2377,"PPD","Motherland Party","Thailand",
"People's Power Party",2376,"PPP","People's Power Party","Thailand",
"Royal People Party",2378,"Phracharaj","Royal People Party","Thailand",
"Thai Nation Party",2373,"PCT","Thai Nation Party / Chart Thai Party","Thailand",
"Neutral Democratic Party",2375,"PMT","Neutral Democratic Party","Thailand",
"Thais United National Development Party",2374,"RJTCP","Thais United National Development Party","Thailand",
"Motherland Party",2377,"PPD","Motherland Party","Thailand",
"Chartthaipattana Party",2374,"RJTCP","Thais United National Development Party","Thailand",
"Pheu Pandin Party",,,,"Thailand",
"Bhumjaithai Party",6423,"BJT","Bhumjaithai Party","Thailand",
"Pheu Thai Party - PTP",5398,"PTP","Pheu Thai Party","Thailand",
"Palangpracharath Party - PPRP",,,,"Thailand",
"Future Forward Party - FFP",7915,"PAM","Future Forward Party","Thailand",
"Bhumjaithai Party - BJT",6423,"BJT","Bhumjaithai Party","Thailand",
"Democrat Party - DP",2327,"PP","Democrat Party","Thailand",
"Thai Liberal Party",,,,"Thailand",
"New Economics Party",,,,"Thailand",
"Other party: Palang Pracharath Party",,,,"Thailand",
"Other party: People's Power Party",,,,"Thailand",
"Other party: Future Forward Party",,,,"Thailand",
"Other party: Thai Liberal Party",,,,"Thailand",
"Other party: New Economics Party",,,,"Thailand",
"Other party: National Party",,,,"Thailand",
"Palang Pracharath Party",,,,"Thailand",
"Future Forward Party",7915,"PAM","Future Forward Party","Thailand",
"Thai Rak Thai party",5397,"TRT","Thai Rak Thai Party / Thais Love Thais","Thailand",
"Thai National party",,,,"Thailand",
"Mahachon party",7894,"PM","Mahachon Party / Great People's Party","Thailand",
"For Thais Party",,,,"Thailand",
"Puea Pandin Party",,,,"Thailand",
"Thai Nation Development Party",6996,"CP","Thai Nation Development Party","Thailand",
"Thai Pride Party",,,,"Thailand",
"Thais Love Thais Party",5397,"TRT","Thai Rak Thai Party / Thais Love Thais","Thailand",
"Rak Santi Party",,,,"Thailand",
"New Democracy Party",,,,"Thailand",
"UNIR (Union pour la République) de Faure Essozimna Gnassingbé",4129,"UNIR","Union for the Republic","Togo",
"UFC (Union des Forces de Changement) de Gilchrist Olympio",4130,"UFC","Union of Forces for Change","Togo",
"ANC (Alliance Nationale pour le Changement) de Jean-Pierre Fabre",5767,"ANC","National Alliance for Change","Togo",
"CAR (Comité d’Action pour le Renouveau) de Me Yaovi Agboyibo",4133,"CAR","Action Committee for Renewal","Togo",
"CDPA (Convention Démocratique des Peuples Africains) du Professeur Léopold Messan Gnininvi",8752,"CDPA","Democratic Convention of African People","Togo",
"PRR (Parti du Renouveau et de la Rédemption) de Nicolas Lawson",,,,"Togo",
"OBUTS (Organisation pour Batir dans l’Union un Togo Solidaire) d’Agbeyome Kodjo",,,,"Togo",
"ADDI (Alliance des Démocrates pour le Développement Intégral) du Dr. Kampatib",8071,"ADDI","Alliance of Democrats for Integral Development","Togo",
"Opposition party",,,,"Togo",
"UNIR (Faure Essozimna Gnassigbe)",4129,"UNIR","Union for the Republic","Togo",
"UFC (Gilchrist Olympio)",4130,"UFC","Union of Forces for Change","Togo",
"ANC (Jean-Pierre Fabre)",5767,"ANC","National Alliance for Change","Togo",
"CAR (Me Yaovi Agboyibo)",4133,"CAR","Action Committee for Renewal","Togo",
"CDPA (Professor Leopold Messan Gnininvi)",8752,"CDPA","Democratic Convention of African People","Togo",
"PRR (Nicolas Lawson)",,,,"Togo",
"OBUTS (Agbeyome Kodjo)",,,,"Togo",
"ADDI",8071,"ADDI","Alliance of Democrats for Integral Development","Togo",
"CST",4132,"CST","Save Togo Group","Togo",
"Arc-en-ciel",7185,"CAEC","Rainbow Alliance","Togo",
"UNIR (Union pour la République) de Faure Essozimna Gnassingb",4129,"UNIR","Union for the Republic","Togo",
"ANC (Alliance Nationale pour le Changement) de Jean-Pierre F",5767,"ANC","National Alliance for Change","Togo",
"CDPA (Convention Démocratique des Peuples Africains) du Prof",8752,"CDPA","Democratic Convention of African People","Togo",
"PRR (Parti du Renouveau et de la Rédemption) de Nicolas Laws",,,,"Togo",
"OBUTS (Organisation pour Bâtir dans l’Union un Togo Solidair",,,,"Togo",
"UDPS (Union pour la Démocratie et le Progrès Social)",,,,"Togo",
"ADDI (Alliance des Démocrates pour le Développement Intégral",8071,"ADDI","Alliance of Democrats for Integral Development","Togo",
"CST (Collectif « Sauvons le Togo »)",4132,"CST","Save Togo Group","Togo",
"Arc-en-Ciel",7185,"CAEC","Rainbow Alliance","Togo",
"PNP (TIKPI ATCHADAM)",,,,"Togo",
"Alliance des Démocrates pour le Développement Intégral, ADDI du Dr. Kampatib",8071,"ADDI","Alliance of Democrats for Integral Development","Togo",
"Alliance Nationale pour le Changement, ANC de Jean-Pierre Fabre",5767,"ANC","National Alliance for Change","Togo",
"Dynamique Monseigneur Kpodzro, DMK",,,,"Togo",
"Comité d’Action pour le Renouveau, CAR de Me Yaovi Agboyibo",4133,"CAR","Action Committee for Renewal","Togo",
"Convention Démocratique des Peuples Africains, CDPA du Professeur Léopold Messan Gnininvi",8752,"CDPA","Democratic Convention of African People","Togo",
"Mouvement Patriotique pour la Démocratie et le Développement, MPDD d’Agbéyomé Kodjo",,,,"Togo",
"Parti National Panafricain, PNP de Tikpi Atchadam",,,,"Togo",
"Union des Forces de Changement, UFC  de Gilchrist Olympio",4130,"UFC","Union of Forces for Change","Togo",
"Union pour la République, UNIR de Faure Essozimna Gnassingbé",4129,"UNIR","Union for the Republic","Togo",
"Union pour la Démocratie et le Progrès Social, UDPS",,,,"Togo",
"Nouvel Engagement Togolais, NET de M. Gerry K. TAAMA",7660,"NET","New Togolese Commitment","Togo",
"Democratic Alliance",,,,"Tunisia",
"Republican Party",,,,"Tunisia",
"An-Nahda",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Nidaa Tounes",4530,"NT","Nidaa Tounes","Tunisia",
"The Congress for the Republic (CPR)",4532,"CPR","Congress for the Republic","Tunisia",
"Democratic Forum for Labour and Liberties or (FDTL)",6074,"FTDL","Democratic Forum for Labour and Liberties","Tunisia",
"The Republican Party (Al-Hizeb Al-Joumhouri)",,,,"Tunisia",
"Parti la voie Tunisienne (Hizeb Al-Masar Al-Tunisi)",,,,"Tunisia",
"Tunisian Workers’s Party",,,,"Tunisia",
"The Popular Front",5586,"PF","Popular Front","Tunisia",
"The People’s Petition for Freedom, Justice, and Development Party",,,,"Tunisia",
"Hizb Uttahrir",,,,"Tunisia",
"Ennahdha",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"The Free Patriotic Union",6073,"UPL","Free Patriotic Union","Tunisia",
"Afek tounes",,,,"Tunisia",
"The Congress of the Republic",4532,"CPR","Congress for the Republic","Tunisia",
"The initiative",,,,"Tunisia",
"The people's Movement",7919,"MP","People's Movement","Tunisia",
"The democratic current",7917,"TD","Democratic Current","Tunisia",
"The current of Love",4534,"COL","Current of Love","Tunisia",
"Freedom Destourian Party",7918,"HDH","Free Destourian Party","Tunisia",
"Ennahdha Movement",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Heart of Tunisia",7916,"QT","Heart of Tunisia","Tunisia",
"Democratic current",7917,"TD","Democratic Current","Tunisia",
"Dignity Coalition",8125,"al-Karama","Dignity Coalition","Tunisia",
"People’s Movement",7919,"MP","People's Movement","Tunisia",
"Tahya Tounes",7920,"TT","Long Live Tunisia","Tunisia",
"Republic People’s Union",,,,"Tunisia",
"Machrouu Tounes",,,,"Tunisia",
"Errahma",,,,"Tunisia",
"Afek Tounes",,,,"Tunisia",
"The president Kais Said",,,,"Tunisia",
"SAFI SAID",,,,"Tunisia",
"Qalb Tounes",7916,"QT","Heart of Tunisia","Tunisia",
"Kais Saied",,,,"Tunisia",
"Ennahda / Rached Ghannouchi",,,,"Tunisia",
"Democratic Forum for Labour and Liberties (FDTL) / Mustapha Ben Jafar",,,,"Tunisia",
"Congress for the Republic (CPR) / Moncef Marzouki",,,,"Tunisia",
"The Initiative / Kamel Morjane",,,,"Tunisia",
"Nidaa Tounes / Beji Caid Essebsi",,,,"Tunisia",
"Republican Party / Ahmed Nejib Chebbi / Maya Jribi",,,,"Tunisia",
"Al-Massar / Ahmed Brahim",,,,"Tunisia",
"Popular Front / Hamma Hammami / Chokri Belaid",,,,"Tunisia",
"El Aridha Echabiaa / Hachemi Hamdi",,,,"Tunisia",
"Hizb ut-Tahrir / Reda Belhaj",,,,"Tunisia",
"Wafa Movement / Abderraouf Ayadi",,,,"Tunisia",
"People's Movement",7919,"MP","People's Movement","Tunisia",
"Ansar al-Sharia",,,,"Tunisia",
"Zitouna Party",,,,"Tunisia",
"Independent list",,,,"Tunisia",
"CPR",4532,"CPR","Congress for the Republic","Tunisia",
"Courant Démocratique",7917,"TD","Democratic Current","Tunisia",
"Harak Chaab Mowatinin",,,,"Tunisia",
"Haraket Chaab",,,,"Tunisia",
"Haraket El Tounsi",,,,"Tunisia",
"Haraket Wafa",,,,"Tunisia",
"Jabha",,,,"Tunisia",
"Jomhouri",,,,"Tunisia",
"Massar",,,,"Tunisia",
"Moubedra",,,,"Tunisia",
"Nahdha",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Party Dostouri Horr",,,,"Tunisia",
"Party Mohsen Marzouk",,,,"Tunisia",
"RCD",4757,"RCD","Democratic Constitutional Rally","Tunisia",
"Rahma",,,,"Tunisia",
"Sawt Falahin",,,,"Tunisia",
"Tahrir",,,,"Tunisia",
"Takatol",,,,"Tunisia",
"Tayar Chaabi",,,,"Tunisia",
"Tayar Mahaba",,,,"Tunisia",
"UPL",6073,"UPL","Free Patriotic Union","Tunisia",
"Ennahda",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"The Democratic Current",7917,"TD","Democratic Current","Tunisia",
"Afek Tunis",,,,"Tunisia",
"Free Constitutional Party",,,,"Tunisia",
"Al-Irada",,,,"Tunisia",
"National Destourian Initiative",,,,"Tunisia",
"Popular Republican Union",,,,"Tunisia",
"Current of Love",4534,"COL","Current of Love","Tunisia",
"Tahrir - Liberation Party",,,,"Tunisia",
"Movement for Tunisian Future Party",,,,"Tunisia",
"Ettakatol - FDTL",,,,"Tunisia",
"Ennahda Movement",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Democratic Forum for Labour and Liberties (Ettakattol)",6074,"FTDL","Democratic Forum for Labour and Liberties","Tunisia",
"Al Aridha alChaabya",,,,"Tunisia",
"Congress for the Republic",4532,"CPR","Congress for the Republic","Tunisia",
"Democratic Progressive party (PDP)",4533,"PDP","Progressive Democratic Party","Tunisia",
"Democratic Modernist Pole (PDM)",,,,"Tunisia",
"TARIK ESSALAMA, Mourou (Volunteered)",,,,"Tunisia",
"Patriot movement Democrats (Volunteered)",,,,"Tunisia",
"The Tunisian Workers' Communist Party",,,,"Tunisia",
"Ettahrir (Volunteered)",,,,"Tunisia",
"Initiative (Volunteered)",,,,"Tunisia",
"Al Mostakbal(Volunteered)",,,,"Tunisia",
"Movement of Socialist Democrats (Volunteered)",5326,"MSD","Movement of Socialist Democrat","Tunisia",
"Ettayar al kawmi (Volunteered)",,,,"Tunisia",
"Al khodher (Volunteered)",,,,"Tunisia",
"Free Patriotic Union (Volunteered)",6073,"UPL","Free Patriotic Union","Tunisia",
"AlWafa",,,,"Tunisia",
"Democratic Progressive party (PDP)/AlJoumhouri/Afek Tounes",,,,"Tunisia",
"The Tunisian Workers' Party/AlJabha Chaabiya",,,,"Tunisia",
"Democratic Modernist Pole (PDM)/Al Massar Addimocraty/Ettajdid Movement",,,,"Tunisia",
"Ennahda mouvement",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Democratic Progressive party(PDP)/Aljoumhouri/Afek Tounes",,,,"Tunisia",
"Popular front",5586,"PF","Popular Front","Tunisia",
"Initiative",,,,"Tunisia",
"Democratic Forum for labour and Liberties (FDTL)",6074,"FTDL","Democratic Forum for Labour and Liberties","Tunisia",
"Democratic Progressive party(PDM)/Al Massar Addimocraty/Ettajdid Movement",,,,"Tunisia",
"AL Majed (Volunteered)",,,,"Tunisia",
"Tayar Almahabba (ex Popular Petition)",,,,"Tunisia",
"Afek (Volunteered)",,,,"Tunisia",
"Ennahda Movement (Renaissance Party)",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Movement Tunisia Will",,,,"Tunisia",
"Nidaa Tounes (Call of Tunisia)",4530,"NT","Nidaa Tounes","Tunisia",
"Popular Front",5586,"PF","Popular Front","Tunisia",
"Machroua Tounes",,,,"Tunisia",
"Democratic Current",7917,"TD","Democratic Current","Tunisia",
"Free Patriotic Union",6073,"UPL","Free Patriotic Union","Tunisia",
"Farmer’s Voice Party",,,,"Tunisia",
"Ennahdha Movement (Renaissance Party)",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Tunisia Alternatives",,,,"Tunisia",
"Social Democratic Path",,,,"Tunisia",
"Progressive Democratic Party",4533,"PDP","Progressive Democratic Party","Tunisia",
"Tahalif Dimokrati",,,,"Tunisia",
"Popular Front for the Realization of the Objectives of",,,,"Tunisia",
"Call of Tunisia",4530,"NT","Nidaa Tounes","Tunisia",
"Renaissance Party ""Ennahdha""",5832,"Nahdah","Ennahdha Party / Renaissance Party","Tunisia",
"Tunisian Aspiration(s)",,,,"Tunisia",
"Free Destourian Party",7918,"HDH","Free Destourian Party","Tunisia",
"Tunisian Alternative",,,,"Tunisia",
"Movement Party / Tunisia Will Movement",,,,"Tunisia",
"Popular Front for the Realization of the Objectives of the Revolution",,,,"Tunisia",
"Vive la Tunisie",7920,"TT","Long Live Tunisia","Tunisia",
"Democrat Party",4758,"DP","Democrat Party","Turkey",
"Communist Party",,,"|","Turkey",
"Independent Candidate",,,"|","Turkey",
"Virtue Party",1463,"FP","Virtue Party","Turkey",
"Justice and Development Party",306,"AKP","Justice and Development Party","Turkey",
"Republican People's Party",1060,"CHP","Republican Peoples Party","Turkey",
"Nationalist Action Party",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Peace and Democratic Party",2503,"BDP","Peace and Democracy Party","Turkey",
"Peoples' Democratic Party",6042,"HDP","Peoples' Democratic Party","Turkey",
"Felicity Party",572,"SP","Felicity Party","Turkey",
"Good Party",6236,"IYI","Good Party","Turkey",
"Free Cause Party",,,"|","Turkey",
"Patriotic Party",,,"|","Turkey",
"Rights and Equality Party",,,"|","Turkey",
"AKP-Adalet ve Kalkinma Partisi",306,"AKP","Justice and Development Party","Turkey",
"CHP-Cumhuriyet Halk Partisi",1060,"CHP","Republican Peoples Party","Turkey",
"SP-Saadet Partisi",572,"SP","Felicity Party","Turkey",
"DEHAP-DTH",1355,"DEHAP","Democratic People's Party","Turkey",
"MHP-Milliyetci Hareket Partisi",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"DYP-Dogru Yol Partisi",351,"DYP","True Path Party","Turkey",
"ANAP-Anavatan Partisi",1190,"ANAP","Motherland Party","Turkey",
"ODP- Ozgurluk ve Dayanisma Partisi",,,"|","Turkey",
"GP-Genc Parti",159,"GP","Young Party","Turkey",
"DSP-Demokratik Sol Parti",1740,"DSP","Democratic Left Party","Turkey",
"BBP-Buyuk Birlik Partisi",1330,"BBP","Great Union Party","Turkey",
"SHP-Sosyal Demokrat Halkci Parti",1253,"SHP","Social Democratic Populist Party","Turkey",
"Saadet Partisi (SP)",572,"SP","Felicity Party","Turkey",
"Adalet Kalkinma Partisi (AKP)",306,"AKP","Justice and Development Party","Turkey",
"Milliyetci Hareket Partisi (MHP)",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Cumhuriyet Halk Partisi (CHP)",1060,"CHP","Republican Peoples Party","Turkey",
"Anavatan Partisi (ANAP)",1190,"ANAP","Motherland Party","Turkey",
"Demokratik Toplum Partisi (DTP)",1606,"DTP","Democratic Society Party","Turkey",
"Demokratik Sol Parti (DSP)",1740,"DSP","Democratic Left Party","Turkey",
"Ozgurluk Dayanisma Partisi (ODP)",,,"|","Turkey",
"Demokrat Parti (DP)",4758,"DP","Democrat Party","Turkey",
"Isci Partisi (IP)",,,"|","Turkey",
"T. Komunist Partisi (TKP)",,,"|","Turkey",
"Buyuk Birlik Partisi (BBP)",1330,"BBP","Great Union Party","Turkey",
"ANAP (Motherland Party)",1190,"ANAP","Motherland Party","Turkey",
"CHP (Republican People´s Party)",1060,"CHP","Republican Peoples Party","Turkey",
"DSP (Democratic Left Party)",1740,"DSP","Democratic Left Party","Turkey",
"DYP (True Path Party)",351,"DYP","True Path Party","Turkey",
"HADEP (People`s Democracy Party)",2472,"HADEP","People's Democracy Party","Turkey",
"MHP (Nationalist Action Party)",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"SAADET (Felicite Party)",572,"SP","Felicity Party","Turkey",
"AKP (Justice and Development Party",306,"AKP","Justice and Development Party","Turkey",
"EREDAL INONU",,,"|","Turkey",
"ODP (Freedom and Solidarity Party)",,,"|","Turkey",
"DERVIS (World Bank economist)",,,"|","Turkey",
"LDP (Liberal Democrat Party)",,,"|","Turkey",
"BBP (Great Unity Party)",1330,"BBP","Great Union Party","Turkey",
"IP (Workers´ Party)",,,"|","Turkey",
"Justice and Development Party AKP",306,"AKP","Justice and Development Party","Turkey",
"Motherland Party ANAP",1190,"ANAP","Motherland Party","Turkey",
"Great Union Party BBP",1330,"BBP","Great Union Party","Turkey",
"Republican People's Party CHP",1060,"CHP","Republican Peoples Party","Turkey",
"Democrat Party DP",4758,"DP","Democrat Party","Turkey",
"Demokratik Sol Parti DSP",1740,"DSP","Democratic Left Party","Turkey",
"Democratic Society Party DTP",1606,"DTP","Democratic Society Party","Turkey",
"Nationalist Action Party MHP",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Felicite Party SP",572,"SP","Felicity Party","Turkey",
"Social Democrat People's Party SHP",1253,"SHP","Social Democratic Populist Party","Turkey",
"Motherland Party",1190,"ANAP","Motherland Party","Turkey",
"Justice and development Party - AKP",306,"AKP","Justice and Development Party","Turkey",
"Republican Peoples Party - CHP",1060,"CHP","Republican Peoples Party","Turkey",
"Young Party - GP",159,"GP","Young Party","Turkey",
"Nationalist Action Party - MHP",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Freedom and Solidarity Party - OEDP",,,"|","Turkey",
"Grand Union Party - BBP",1330,"BBP","Great Union Party","Turkey",
"Democratic Society Party - DTP",1606,"DTP","Democratic Society Party","Turkey",
"Felicity Party - SP",572,"SP","Felicity Party","Turkey",
"Turkish Communist Party - TKP",,,"|","Turkey",
"Motherland Party - ANAP",1190,"ANAP","Motherland Party","Turkey",
"Democratic Party -Truth Party - DP-DYP",,,"|","Turkey",
"Democratic Left - DSP",1740,"DSP","Democratic Left Party","Turkey",
"Nationalist Movement Party (MHP)",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Republican People's Party (CHP)",1060,"CHP","Republican Peoples Party","Turkey",
"Justice and Development Party (AKP)",306,"AKP","Justice and Development Party","Turkey",
"Democratic Left Party (DSP)",1740,"DSP","Democratic Left Party","Turkey",
"Democratic Society Party (DTP)",1606,"DTP","Democratic Society Party","Turkey",
"Felicity Party (SP)",572,"SP","Felicity Party","Turkey",
"Democrat Party / True Path Party (DP/DYP)",,,"|","Turkey",
"Motherland Party (ANAP)",1190,"ANAP","Motherland Party","Turkey",
"Young Party (GP)",159,"GP","Young Party","Turkey",
"Great Union Party (BBP)",1330,"BBP","Great Union Party","Turkey",
"Peace and Democracy Party - BDP",2503,"BDP","Peace and Democracy Party","Turkey",
"Freedom and Solidarity Party - ODP",,,"|","Turkey",
"Democratic Party -True Path Party - DP-DYP",,,"|","Turkey",
"Republican People's Party - CHP",1060,"CHP","Republican Peoples Party","Turkey",
"Independents",,,"|","Turkey",
"Democratic Party - Truth Party - DP-DYP",,,"|","Turkey",
"Justice and Development Party - AKP",306,"AKP","Justice and Development Party","Turkey",
"Peace and Democracy Party -  BDP",2503,"BDP","Peace and Democracy Party","Turkey",
"Democratic Party - True Path Party - DP-DYP",,,"|","Turkey",
"Peoples' Democratic Party - HDP",6042,"HDP","Peoples' Democratic Party","Turkey",
"Justice and Development party (AKP)",306,"AKP","Justice and Development Party","Turkey",
"Republican Peoples Party (CHP)",1060,"CHP","Republican Peoples Party","Turkey",
"Nationalist Action Party (MHP)",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Good Party (IYIP)",6236,"IYI","Good Party","Turkey",
"Peoples' Democratic Party (HDP)",6042,"HDP","Peoples' Democratic Party","Turkey",
"Nation Alliance (CHP, IYIP, SP)",,,"|","Turkey",
"People Alliance (AKP, MHP)",,,"|","Turkey",
"Adalet ve Kalkýnma Partisi (AKP)",306,"AKP","Justice and Development Party","Turkey",
"Milliyetçi Hareket Partisi (MHP)",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Büyük Birlik Partisi (BBP)",1330,"BBP","Great Union Party","Turkey",
"Genç Parti (GP)",159,"GP","Young Party","Turkey",
"Türkiye Komünist Partisi (TKP)",,,"|","Turkey",
"Hak ve Eþitlik Partisi (HEPAR)",,,"|","Turkey",
"Baðýmsýz Türkiye Partisi (BTP)",,,"|","Turkey",
"Milliyetçi Hareket Partisi (MHP) (Devlet Bahçeli)",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Adalet ve Kalkinma Partisi (AKP) (R.T.Erdogan)",306,"AKP","Justice and Development Party","Turkey",
"Cumhuriyet Halk Partisi (CHP) (Deniz Baykal)",1060,"CHP","Republican Peoples Party","Turkey",
"Türkiye Degisim Hareketi (TDH) (Mustafa Sarigül)",,,"|","Turkey",
"Büyük Birlik Partisi (BBP) (Yalçin Topçu)",1330,"BBP","Great Union Party","Turkey",
"Türkiye Komünist Partisi (TKP) (Erkan Bas)",,,"|","Turkey",
"Demokratik Sol Parti (DSP) (Masum Türker)",1740,"DSP","Democratic Left Party","Turkey",
"Saadet Partisi (SP) (Numan Kurtulmus)",572,"SP","Felicity Party","Turkey",
"Genç Parti (GP) (Cem Uzan)",159,"GP","Young Party","Turkey",
"Emek Partisi (EMEP) (Levent Tüzel)",,,"|","Turkey",
"Demokratik Sol Halk Parti (DSHP) (Rahsan Ecevit)",,,"|","Turkey",
"Demokrat Parti (DP) (Hüsamettin Cindoruk)",4758,"DP","Democrat Party","Turkey",
"Baris ve Demokrasi Partisi (BDP) (Demir Çelik)",2503,"BDP","Peace and Democracy Party","Turkey",
"Isçi Partisi (IP) (Dogu Perinçek)",,,"|","Turkey",
"Aydinlik Türkiye Partisi (ATP) (Oktay Öztürk)",,,"|","Turkey",
"Hak ve Esitlik Partisi (HEPAR) (Osman Pamukoglu)",,,"|","Turkey",
"Yurt partisi (YP) (Saadettin Tantan)",,,"|","Turkey",
"Türkiye Partisi (TP) (Abdüllatif Sener)",,,"|","Turkey",
"Bagimsiz Türkiye Partisi (BTP) (Haydar Bas)",,,"|","Turkey",
"Cumhuriyet Halk Partisi (CHP) (Kemal Kiliçdaroglu)",1060,"CHP","Republican Peoples Party","Turkey",
"Saadet Partisi (SP) (Necmettin Erbakan)",572,"SP","Felicity Party","Turkey",
"Millet Partisi (MP) (Aykut Edibali)",228,"MP","Nation Party","Turkey",
"Halkin Sesi Partisi (HAS) (Numan Kurtulmus)",,,"|","Turkey",
"Baris ve Demokrasi Partisi (BDP) (Selahattin Demirtas / Hamit Geylani)",2503,"BDP","Peace and Democracy Party","Turkey",
"Esitlik ve Demokrasi Partisi (EDP)",,,"|","Turkey",
"Demokrat Parti (DP) (Namik Kemal Zeybek)",4758,"DP","Democrat Party","Turkey",
"Saadet Partisi (SP) (Mustafa Kamalak)",572,"SP","Felicity Party","Turkey",
"Dogru Yol Partisi (DYP) (Çetin Açikgöz)",351,"DYP","True Path Party","Turkey",
"Milliyetçi ve Muhafazakar Parti (MMP) (A.Zeki Arslan)",,,"|","Turkey",
"Büyük Birlik Partisi (BBP) (Mustafa Destici)",1330,"BBP","Great Union Party","Turkey",
"Emek Partisi (EMEP) (Selma Gürkan)",,,"|","Turkey",
"Nation Party",228,"MP","Nation Party","Turkey",
"Cumhuriyet Halk Partisi (CHP) (Kemal Kýlýçdaroðlu)",1060,"CHP","Republican Peoples Party","Turkey",
"Adalet ve Kalkýnma Partisi (AKP) (R.T.Erdoðan)",306,"AKP","Justice and Development Party","Turkey",
"Barýþ ve Demokrasi Partisi (BDP) (Selahattin Demirtaþ / Gültan Kýþanak)",2503,"BDP","Peace and Democracy Party","Turkey",
"Baðýmsýz aday",,,"|","Turkey",
"Hak ve Eþitlik Partisi (HEPAR) (Osman Pamukoðlu)",,,"|","Turkey",
"Ýþçi Partisi (ÝP) (Doðu Perinçek)",,,"|","Turkey",
"Baðýmsýz Türkiye Partisi (BTP) (Haydar Baþ)",,,"|","Turkey",
"Doðru Yol Partisi (DYP) (Çetin Özaçýkgöz)",351,"DYP","True Path Party","Turkey",
"Eþitlik ve Demokrasi Partisi (EDP) (Ferdan Ergut)",,,"|","Turkey",
"Hür Dava Partisi (Hüda-Par) (Mehmet Hüseyin Yýlmaz)",,,"|","Turkey",
"Türkiye Komünist Partisi (TKP) (Erkan Baþ)",,,"|","Turkey",
"Halkýn Demokratik Partisi (HDP) (Ertuðrul Kürkçü-Sebahat Tuncel)",6042,"HDP","Peoples' Democratic Party","Turkey",
"Adalet ve Kalkinma Partisi (AKP) (Ahmet Davutoglu)",306,"AKP","Justice and Development Party","Turkey",
"Milliyetci Hareket Partisi (MHP) (Devlet Bahceli)",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Halklarin Demokratik Partisi (HDP) (Selahattin Demirtas – Figen Yuksekdag)",6042,"HDP","Peoples' Democratic Party","Turkey",
"Cumhuriyet Halk Partisi (CHP) (Kemal Kilicdaroglu)",1060,"CHP","Republican Peoples Party","Turkey",
"Buyuk Birlik Partisi (BBP) (Mustafa Destici)",1330,"BBP","Great Union Party","Turkey",
"Millet Partisi (MILLET) (Aykut Edibali)",228,"MP","Nation Party","Turkey",
"Demokrat Parti  (DP) Gultekin Uysal",4758,"DP","Democrat Party","Turkey",
"Bagimsiz aday",,,"|","Turkey",
"Esitlik ve Demokrasi Partisi (EDP) (Ferdan Ergut)",,,"|","Turkey",
"Hur Dava Partisi (Huda-Par) (Mehmet Huseyin Yilmaz)",,,"|","Turkey",
"Isci Partisi (IP) (Dogu Perincek)",,,"|","Turkey",
"Turkiye Komunist Partisi (TKP) (Erkan Bas)",,,"|","Turkey",
"Ozgurluk ve Dayanisma Partisi (ODP) (Alper Tas / Bilge Seckin Cetinkaya )",,,"|","Turkey",
"Republican People’s Party",1060,"CHP","Republican Peoples Party","Turkey",
"People’s Democratic Party",6042,"HDP","Peoples' Democratic Party","Turkey",
"Democratic Left Party",1740,"DSP","Democratic Left Party","Turkey",
"Nationalist Movement Party",1610,"MHP","Nationalist Movement [Action] Party","Turkey",
"Liberal Democrat Party",,,"|","Turkey",
